smiles,source_dataset
CCN1CCN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CC1,unique_smiles_CHEMBL_no_shared
Cc1nc(C2(c3nc[nH]n3)CC2)sc1Nc1ncc(C(F)(F)F)c(C2CC2)n1,unique_smiles_CHEMBL_no_shared
Cc1c(F)cccc1-c1ccc2nc(NC(=O)C3CC3F)cn2c1,unique_smiles_CHEMBL_no_shared
O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,unique_smiles_B3DB_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2n1,unique_smiles_CHEMBL_no_shared
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CC12C=CC(=O)C1C(=O)CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,unique_smiles_B3DB_no_shared
C=Cc1ccccc1,unique_smiles_B3DB_no_shared
CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1cnccc1-c1ccccc1Cl,unique_smiles_B3DB_no_shared
COc1nc(N2CC(C)C(C)(O)C(C)C2)cc(-n2ncc3ccc(C4(C#N)CC45CC5)cc32)n1,unique_smiles_CHEMBL_no_shared
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,unique_smiles_B3DB_no_shared
Cc1ccnc(Nc2cc(C)nc(-c3ccccc3)n2)c1,unique_smiles_CHEMBL_no_shared
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,unique_smiles_B3DB_no_shared
O=C(Nc1ccc(OC2CCCC2)cc1)c1cc2c(ccc3ccccc32)o1,unique_smiles_B3DB_no_shared
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,unique_smiles_B3DB_no_shared
N#CCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,unique_smiles_CHEMBL_no_shared
CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,unique_smiles_CHEMBL_no_shared
Cn1cc(-c2ccc3c(N4CCC4)c(C#N)cnc3c2)cn1,unique_smiles_CHEMBL_no_shared
CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,unique_smiles_CHEMBL_no_shared
CC(C)(c1cc(Br)c(O)c(I)c1)c1cc(Br)c(O)c(I)c1,unique_smiles_CHEMBL_no_shared
Cc1cc(C(=O)NNCc2ccccc2)no1,unique_smiles_B3DB_no_shared
CCC=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1csc(N)n1,unique_smiles_B3DB_no_shared
CCCCCC,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,unique_smiles_B3DB_no_shared
Cn1cc(-c2cc3c(-c4cc(N5CCc6oncc6C5)ncn4)n[nH]c3cc2F)cn1,unique_smiles_CHEMBL_no_shared
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
CNC(=O)c1cc(-c2ccccc2)[nH]n1,unique_smiles_CHEMBL_no_shared
NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,unique_smiles_B3DB_no_shared
Cc1c(C#N)cnc(C(=O)Nc2ccc3[nH]nc(C=Cc4ccccn4)c3c2)c1C,unique_smiles_CHEMBL_no_shared
CCCC1(c2cccc(O)c2)CCN(C)CC1C,unique_smiles_B3DB_no_shared
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,unique_smiles_B3DB_no_shared
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,unique_smiles_B3DB_no_shared
COCCN1CCN(c2cc(-c3n[nH]c4cc(F)c(OC(C)C)cc34)ncn2)CC1=O,unique_smiles_CHEMBL_no_shared
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,unique_smiles_B3DB_no_shared
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,unique_smiles_B3DB_no_shared
CN1C(=O)c2ccccc2N(C)c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc21,unique_smiles_CHEMBL_no_shared
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,unique_smiles_B3DB_no_shared
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,unique_smiles_B3DB_no_shared
COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,unique_smiles_B3DB_no_shared
c1cc(-c2ccc3cnn(-c4cc(N5CCOCC5)ncn4)c3c2)[nH]n1,unique_smiles_CHEMBL_no_shared
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,unique_smiles_B3DB_no_shared
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],unique_smiles_B3DB_no_shared
Nc1cc(-c2n[nH]c3ccc(Nc4ccccc4)cc23)ccn1,unique_smiles_CHEMBL_no_shared
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,unique_smiles_B3DB_no_shared
CCCCOC(=O)c1ccc(N)cc1,unique_smiles_B3DB_no_shared
CC(C)Nc1cccnc1N1CCNCC1,unique_smiles_B3DB_no_shared
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,unique_smiles_B3DB_no_shared
CCOc1nc(Nc2ccc(C(=O)N3CC(C)OC(C)C3)cc2OC)nc2[nH]ccc12,unique_smiles_CHEMBL_no_shared
CCC1(C)CC(=O)NC1=O,unique_smiles_B3DB_no_shared
CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC(O)C(O)C4C)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
Cc1cccc2c1Oc1ccccc1C1(O)CNCC21,unique_smiles_B3DB_no_shared
CNc1nc(Nc2cc(F)c(N3CCCCC3=O)cc2OC)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O,unique_smiles_CHEMBL_no_shared
COC1COCC1N1CCN(c2cc3c(cnn3-c3cnn(C45CC(C4)C5)c3)cc2Cl)CC1,unique_smiles_CHEMBL_no_shared
CC(C)Nc1c(C#N)nnc2ccc(-c3cn[nH]c3)cc12,unique_smiles_CHEMBL_no_shared
CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,unique_smiles_CHEMBL_no_shared
Cc1nn(C(C)(C)C#N)cc1Nc1nc2c(c(C3CC3)n1)C1(CC1)CN2,unique_smiles_CHEMBL_no_shared
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,unique_smiles_B3DB_no_shared
NN,unique_smiles_B3DB_no_shared
Nc1nn2cccnc2c1C(=O)Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F,unique_smiles_CHEMBL_no_shared
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,unique_smiles_B3DB_no_shared
Cc1[nH]nc(-c2ccncc2)c1-c1cc(F)c(N2CC3(COC3)C2)c(F)c1,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2cc(OC)c(C(=O)N3CCC(C#N)C3)cc2Cl)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,unique_smiles_B3DB_no_shared
CN(C)C1C(=O)C(C(=O)NCN2CCCC(C(=O)O)C2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,unique_smiles_B3DB_no_shared
CN1CCc2cc(-c3cnc(N)c(-c4nnc(C5CC5)o4)c3)ccc21,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2cc3oc(=O)[nH]c3cc2Cl)ncc1Cl,unique_smiles_CHEMBL_no_shared
CCCc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,unique_smiles_CHEMBL_no_shared
O=C1NCCNC1c1cccs1,unique_smiles_B3DB_no_shared
Cc1nccn1C(C)c1ccccc1,unique_smiles_B3DB_no_shared
CCNC(=O)C(F)(F)n1cc(Nc2ncc(C(F)(F)F)c(NCC)n2)c(C)n1,unique_smiles_CHEMBL_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(N(C)C)c3)c2c1,unique_smiles_CHEMBL_no_shared
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,unique_smiles_B3DB_no_shared
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,unique_smiles_B3DB_no_shared
CN1CCN2CCN(C)c3ccn4ncc(c4n3)-c3cc(ccc3F)OCC2C1,unique_smiles_CHEMBL_no_shared
CC12CCCCCC(Cc3ccc(O)cc31)C2N,unique_smiles_B3DB_no_shared
CNc1nc(Nc2cnn(C3CC(n4cccn4)C3)c2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
NCC(CP(=O)(O)O)c1ccc(Cl)cc1,unique_smiles_B3DB_no_shared
COC(=O)CC(c1cc(OC)c(OC)cc1OC)c1c(O)cc(C)oc1=O,unique_smiles_B3DB_no_shared
CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,unique_smiles_B3DB_no_shared
Cc1nn(C(C)(C)C#N)cc1Nc1ncc(Cl)c(OCC2CC3(CNC3)C2)n1,unique_smiles_CHEMBL_no_shared
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,unique_smiles_B3DB_no_shared
CN(C)CCC=C1c2ccccc2COc2ccccc21,unique_smiles_B3DB_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,unique_smiles_B3DB_no_shared
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,unique_smiles_B3DB_no_shared
CSc1ccc(CC(=O)N2CCN(C(C)=O)CC2CN2CCC(O)C2)cc1,unique_smiles_B3DB_no_shared
CC1OC2(CS1)CN1CCC2CC1,unique_smiles_B3DB_no_shared
N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5noc(C6CC6)n5)C4)c23)c1,unique_smiles_CHEMBL_no_shared
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,unique_smiles_B3DB_no_shared
Cc1n[nH]c2ccnc(OC3CCOC3)c12,unique_smiles_CHEMBL_no_shared
[C-]#[N+]c1ccc(F)c(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,unique_smiles_CHEMBL_no_shared
COc1ccc2c(c1)OCC(C(=O)NC(=O)N(CC(=O)NCCCCCCNC(=O)c1ccc(-c3n[nH]c4ccccc34)cc1)CC(C)C)O2,unique_smiles_CHEMBL_no_shared
CCCCCCCCC,unique_smiles_B3DB_no_shared
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,unique_smiles_B3DB_no_shared
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,unique_smiles_B3DB_no_shared
CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,unique_smiles_CHEMBL_no_shared
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,unique_smiles_B3DB_no_shared
COC1=CC(=O)OC1C(O)c1ccccc1Cl,unique_smiles_B3DB_no_shared
Cn1cnc2cc(-c3n[nH]c4ccnc(OC5CCOCC5)c34)ccc21,unique_smiles_CHEMBL_no_shared
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,unique_smiles_B3DB_no_shared
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,unique_smiles_B3DB_no_shared
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
CC(C)=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,unique_smiles_B3DB_no_shared
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,unique_smiles_B3DB_no_shared
COC1CCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CC1,unique_smiles_CHEMBL_no_shared
CNCC(O)c1ccc(O)c(O)c1,unique_smiles_B3DB_no_shared
NC1CC1c1ccccc1,unique_smiles_B3DB_no_shared
CC(c1noc2ccc(Cl)cc12)n1ccnc1,unique_smiles_B3DB_no_shared
Cc1cccc(NC(=O)c2cc(Br)ccc2OCc2ccccc2)c1,unique_smiles_CHEMBL_no_shared
CCCCCCC(C)NN,unique_smiles_B3DB_no_shared
Cc1nn(C)c2ccnc(NC3CCCCC3)c12,unique_smiles_CHEMBL_no_shared
O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,unique_smiles_B3DB_no_shared
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,unique_smiles_B3DB_no_shared
Cc1ccc(-c2cnc(N)c(-c3cnn(C)c3C)c2)cc1,unique_smiles_CHEMBL_no_shared
C=CCC1(C(C)C#CCC)C(=O)NC(O)N(C)C1O,unique_smiles_B3DB_no_shared
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)N2CCCCC2c2cccnc2)CC1,unique_smiles_B3DB_no_shared
CC(NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccn1,unique_smiles_CHEMBL_no_shared
CC1(C)CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCO1,unique_smiles_CHEMBL_no_shared
Cc1cccc(OC2CCNCC2O)c1C,unique_smiles_B3DB_no_shared
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CN(C)c1ncnc2[nH]cc(-c3cccc(C#N)c3F)c12,unique_smiles_CHEMBL_no_shared
CC(C)n1cc(Nc2ncc3c(Cl)cn(C(C)C)c3n2)c(Cl)n1,unique_smiles_CHEMBL_no_shared
c1ccc2c(-c3cncc(N4CCOCC4)c3)n[nH]c2c1,unique_smiles_CHEMBL_no_shared
Fc1ccc2cc1-c1cnn3ccc(nc13)NCCN1CCCCC1CO2,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]cnc12,unique_smiles_CHEMBL_no_shared
C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,unique_smiles_B3DB_no_shared
CCCCCCCCCCCCCC(=O)OC1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(CCN3C)C1O5,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,unique_smiles_B3DB_no_shared
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,unique_smiles_CHEMBL_no_shared
CCC(C)C(CC)C(N)=O,unique_smiles_B3DB_no_shared
COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,unique_smiles_CHEMBL_no_shared
Cc1nn(C(F)(F)c2nc[nH]n2)cc1Nc1ncc(C(F)(F)F)c(C2CC2)n1,unique_smiles_CHEMBL_no_shared
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,unique_smiles_B3DB_no_shared
Cc1n[nH]c2ncc(-c3cncc(N4CCNC(=O)C4)n3)cc12,unique_smiles_CHEMBL_no_shared
FC(F)(F)c1cccc(Sc2ccc3cnc(-c4cccs4)n3n2)c1,unique_smiles_CHEMBL_no_shared
CC(C)(O)C(F)(F)F,unique_smiles_B3DB_no_shared
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,unique_smiles_B3DB_no_shared
CC1CCCCC1(c1cccs1)N1CCCCC1,unique_smiles_B3DB_no_shared
CC(COc1ccccc1)NN,unique_smiles_B3DB_no_shared
COC(=O)N1CCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)CC1,unique_smiles_CHEMBL_no_shared
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,unique_smiles_B3DB_no_shared
CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N=C(c2ccc(C(F)(F)F)nc2)N1,unique_smiles_CHEMBL_no_shared
CC(C)n1cc(Nc2ncc(F)c(OCC3CCNCC3(F)F)n2)cn1,unique_smiles_CHEMBL_no_shared
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,unique_smiles_B3DB_no_shared
CC1(Oc2ccc3[nH]nc(-c4cc(N5CCN(C(=O)C6CC6)CC5)ncn4)c3c2)CC1,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2cc(C#N)nn2C2CC2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CN1CCN(c2cnc3c(C4CCN(C(=O)c5ccc(OC(F)(F)F)cc5N)CC4)ncnc3c2)CC1,unique_smiles_CHEMBL_no_shared
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,unique_smiles_B3DB_no_shared
CCOc1nc(Nc2cn(C(C)(C)C#N)nc2C)nc2[nH]cc(Cl)c12,unique_smiles_CHEMBL_no_shared
CC1=CCC2C3Cc4ccc(O)c5c4C2(CN3C)C1O5,unique_smiles_B3DB_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1,unique_smiles_B3DB_no_shared
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,unique_smiles_B3DB_no_shared
CC1(Oc2ccc3[nH]nc(-c4cc(N5CCN(c6cnc(C#N)cn6)CC5)ncn4)c3c2)CC1,unique_smiles_CHEMBL_no_shared
O=C(Nc1c[nH]nc1-c1cc2ccccc2cc1OC(F)F)c1cnn2cccnc12,unique_smiles_CHEMBL_no_shared
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,unique_smiles_B3DB_no_shared
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,unique_smiles_B3DB_no_shared
Cc1c(Nc2ncc(Cl)c(OCC3(F)CCNCC3)n2)cnn1C1CC(C#N)C1,unique_smiles_CHEMBL_no_shared
Fc1ccc2cc1-c1cnn3ccc(nc13)NCCN1CCNCC(C1)O2,unique_smiles_CHEMBL_no_shared
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,unique_smiles_B3DB_no_shared
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,unique_smiles_B3DB_no_shared
CN1C(=O)C(N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,unique_smiles_CHEMBL_no_shared
NC(=O)c1cc2c(-c3ccc(Nc4nc5ccccc5o4)cc3)cnc(N)c2s1,unique_smiles_CHEMBL_no_shared
Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,unique_smiles_B3DB_no_shared
CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N,unique_smiles_CHEMBL_no_shared
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,unique_smiles_B3DB_no_shared
Cc1n[nH]c2ccc(-c3cccnc3)cc12,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1C(C)=O,unique_smiles_CHEMBL_no_shared
Cc1cc(O)cc(C)c1C=Cc1cncc(C(=O)OC(C)(C)C)c1,unique_smiles_CHEMBL_no_shared
CC(C)N=C1C=C2C(=CC1Nc1ccc(Cl)cc1)Nc1ccccc1N2c1ccc(Cl)cc1,unique_smiles_B3DB_no_shared
CC1CNC(=O)c2c(SCC3CC3)sc(-c3cc[nH]n3)c21,unique_smiles_CHEMBL_no_shared
O=C(NCCS(=O)(=O)O)c1cccs1,unique_smiles_B3DB_no_shared
CC(C)n1cc(Nc2ncc(F)c(OCC3CCC(O)CC3)n2)c(Cl)n1,unique_smiles_CHEMBL_no_shared
CC(C)N(CCCN)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,unique_smiles_CHEMBL_no_shared
CC1(C)OC(=O)Nc2ccc(Br)cc21,unique_smiles_B3DB_no_shared
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,unique_smiles_B3DB_no_shared
CC(C)n1cc(Nc2ncc(F)c(OCC3CCC(O)CC3)n2)cn1,unique_smiles_CHEMBL_no_shared
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,unique_smiles_B3DB_no_shared
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,unique_smiles_B3DB_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCSC12)c1csc(NC(=O)C(C)N)n1,unique_smiles_B3DB_no_shared
CCO,unique_smiles_B3DB_no_shared
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,unique_smiles_B3DB_no_shared
N#Cc1cnc(C(=O)Nc2ccc3[nH]nc(-c4ccoc4)c3c2)c(C(F)F)c1,unique_smiles_CHEMBL_no_shared
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,unique_smiles_B3DB_no_shared
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,unique_smiles_B3DB_no_shared
CCN(CC)CCOC(=O)C1N2C(=O)C(NC(=O)c3c(OC)cccc3OC)C2SC1(C)C,unique_smiles_B3DB_no_shared
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,unique_smiles_B3DB_no_shared
CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C2COC2)C3)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CCC(c1cccc(O)c1)C(C)CN(C)C,unique_smiles_B3DB_no_shared
CC1CN(c2cc(-c3n[nH]c4ccc(OC5CCOC5)cc34)ncn2)CC(C)O1,unique_smiles_CHEMBL_no_shared
CC(C)Nc1c(C#N)cnc2ccccc12,unique_smiles_CHEMBL_no_shared
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,unique_smiles_B3DB_no_shared
CCC1(Oc2ccc3[nH]nc(-c4cc(N5CC(N)CC5C)ncn4)c3c2)CC1,unique_smiles_CHEMBL_no_shared
Cc1ccc(-c2cnc(N)c(-c3cn(C)cn3)c2)cc1,unique_smiles_CHEMBL_no_shared
COc1cc(C(=O)N2CCOCC2)c(Cl)cc1Nc1ncc(C(F)(F)F)c(OC)n1,unique_smiles_CHEMBL_no_shared
COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,unique_smiles_CHEMBL_no_shared
CCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,unique_smiles_B3DB_no_shared
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,unique_smiles_B3DB_no_shared
C=CCN1C(=O)C(CC(C)C)NC1=S,unique_smiles_B3DB_no_shared
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,unique_smiles_B3DB_no_shared
Cc1cccc(OC2CCNCC2O)c1C,unique_smiles_B3DB_no_shared
N#Cc1ccc2nc(N)n(-c3nc4c(s3)CCCC4)c2c1,unique_smiles_CHEMBL_no_shared
CC(C)Oc1cc2c(-c3cc(N4C5CCC4COC5)ncn3)n[nH]c2cc1F,unique_smiles_CHEMBL_no_shared
CC(C)NCC(O)COc1cccc2[nH]ccc12,unique_smiles_B3DB_no_shared
CC1=C(Cn2cc(Nc3ncc(C(F)(F)F)c(C4CC4)n3)c(C)n2)C=CC1C1CCNC1=O,unique_smiles_CHEMBL_no_shared
Cc1cc(F)ncc1-c1ccc2nc(NC(=O)C3CC3F)cn2c1,unique_smiles_CHEMBL_no_shared
CCC1(Oc2ccc3[nH]nc(-c4cc(N5CCOC(C)C5)ncn4)c3c2)CC1,unique_smiles_CHEMBL_no_shared
COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,unique_smiles_CHEMBL_no_shared
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,unique_smiles_B3DB_no_shared
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,unique_smiles_B3DB_no_shared
C=CCC(N)Cc1ccccc1,unique_smiles_B3DB_no_shared
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,unique_smiles_B3DB_no_shared
COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,unique_smiles_CHEMBL_no_shared
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,unique_smiles_B3DB_no_shared
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,unique_smiles_B3DB_no_shared
Cc1cc2c(c(=O)o1)C(c1ccc3c(c1)OCO3)CC(=O)O2,unique_smiles_B3DB_no_shared
