merged_index,smiles,original_index,source_dataset
8335,CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,3025,unique_smiles_B3DB_no_shared
8336,CCOC1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,3026,unique_smiles_B3DB_no_shared
8337,CCOC1c2ccccc2C(=O)N(C)c2ccccc21,3027,unique_smiles_B3DB_no_shared
8338,CCOCC,3028,unique_smiles_B3DB_no_shared
8339,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,3029,unique_smiles_B3DB_no_shared
8340,CCOCC1(N)C(c2ccc(OC)cc2)C1S(=O)(=O)c1ccccc1,3030,unique_smiles_B3DB_no_shared
8341,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,3031,unique_smiles_B3DB_no_shared
8342,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,3032,unique_smiles_B3DB_no_shared
8343,CCOC[C@@]1(C#N)[C@@H](c2ccccc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,3033,unique_smiles_B3DB_no_shared
8344,CCOC[C@@]1(C(N)=S)[C@@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccccc1,3034,unique_smiles_B3DB_no_shared
8345,CCOC[C@@]1(C(N)=S)[C@H](c2ccc(CC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,3035,unique_smiles_B3DB_no_shared
8346,CCOC[C@@]1(C(N)=S)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)CC,3036,unique_smiles_B3DB_no_shared
8347,CCOC[C@@]1(CN)[C@@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O,3037,unique_smiles_B3DB_no_shared
8348,CCOC[C@@]1(CN)[C@H](c2ccc(OC)cc2)[C@@H]1S(C)(=O)=O,3038,unique_smiles_B3DB_no_shared
8349,CCOC[C@@]1(N)[C@@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccccc1,3039,unique_smiles_B3DB_no_shared
8350,CCOC[C@@]1(N)[C@@H](c2ccc3c(c2)OCO3)[C@@H]1S(=O)(=O)c1ccc(C)cc1,3040,unique_smiles_B3DB_no_shared
8351,CCOC[C@]1(C(N)=S)[C@@H](c2ccc(OC)cc2)[C@@H]1S(C)(=O)=O,3041,unique_smiles_B3DB_no_shared
8352,CCOC[C@]1(CN)[C@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O,3042,unique_smiles_B3DB_no_shared
8353,CCOC[C@]1(N)[C@@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccccc1,3043,unique_smiles_B3DB_no_shared
8354,CCOP(=O)(OCC)SCC[N+](C)(C)C,3044,unique_smiles_B3DB_no_shared
8355,CCO[C@@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,3045,unique_smiles_B3DB_no_shared
8356,CCO[C@@H]1c2ccccc2C(=O)N(C)c2ccccc21,3046,unique_smiles_B3DB_no_shared
8357,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,3047,unique_smiles_B3DB_no_shared
8358,CCO[C@H]1CC2(C)[C@@H](CC[C@@H]3[C@@H]2[C@@H](N(C)C)CC2(C)[C@@H](C(C)=O)CC[C@@H]32)C[C@@H]1O,3048,unique_smiles_B3DB_no_shared
8359,CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,3049,unique_smiles_B3DB_no_shared
8360,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2[C@H](N(C)C)C[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C[C@@H]1O,3050,unique_smiles_B3DB_no_shared
8361,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@H]2[C@H](N(C)C)C[C@@]2(C)[C@@H]3CC[C@H]2C(C)=O)C[C@@H]1O,3051,unique_smiles_B3DB_no_shared
8362,CCO[C@H]1C[C@]2(C)[C@H](CC[C@H]3[C@@H]2[C@H](N(C)C)C[C@]2(C)[C@@H]3CC[C@H]2C(C)=O)C[C@@H]1O,3052,unique_smiles_B3DB_no_shared
8363,CCO[C@H]1c2ccccc2C(=O)N(C)c2ccccc21,3053,unique_smiles_B3DB_no_shared
8364,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,3054,unique_smiles_B3DB_no_shared
8365,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,3055,unique_smiles_B3DB_no_shared
8366,CCOc1cc(CC(=O)N[C@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,3056,unique_smiles_B3DB_no_shared
8367,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(C[C@@H]2CC=CCC2)CC1,3057,unique_smiles_B3DB_no_shared
8368,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(C[C@H]2CC=CCC2)CC1,3058,unique_smiles_B3DB_no_shared
8369,CCOc1cc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2)ccc1CCC(=O)O,3059,unique_smiles_B3DB_no_shared
8370,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,3060,unique_smiles_B3DB_no_shared
8371,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,3061,unique_smiles_B3DB_no_shared
8372,CCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,3062,unique_smiles_B3DB_no_shared
8373,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC,3063,unique_smiles_B3DB_no_shared
8374,CCOc1ccc(CCCNC(=O)[C@@H](C)SCc2ccccc2)cc1,3064,unique_smiles_B3DB_no_shared
8375,CCOc1ccc(CCCNC(=O)[C@H](C)Sc2ccc(C)cc2)cc1,3065,unique_smiles_B3DB_no_shared
8376,CCOc1ccc(CCCNC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1,3066,unique_smiles_B3DB_no_shared
8377,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,3067,unique_smiles_B3DB_no_shared
8378,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,3068,unique_smiles_B3DB_no_shared
8379,CCOc1ccc(Cc2nc3cc(N(C)S(=O)(=O)c4cccs4)ccc3n2CC2CCCCC2)nc1,3069,unique_smiles_B3DB_no_shared
8380,CCOc1ccc(N([C@@H](CC)C(=O)Nc2c(C)cccc2CC)S(C)(=O)=O)cc1,3070,unique_smiles_B3DB_no_shared
8381,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3071,unique_smiles_B3DB_no_shared
8382,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]12,3072,unique_smiles_B3DB_no_shared
8383,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]12,3073,unique_smiles_B3DB_no_shared
8384,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3074,unique_smiles_B3DB_no_shared
8385,CCOc1ccc2ccccc2c1C(=O)N[C@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3075,unique_smiles_B3DB_no_shared
8386,CCOc1ccc2ccccc2c1C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,3076,unique_smiles_B3DB_no_shared
8387,CCOc1ccc2ccccc2c1NC(=O)C1C(=O)N2C1SC(C)(C)C2C(=O)O,3077,unique_smiles_B3DB_no_shared
8388,CCOc1cccc(F)c1B(O)O,3078,unique_smiles_B3DB_no_shared
8389,CCOc1ccccc1C(N)=O,3079,unique_smiles_B3DB_no_shared
8390,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,3080,unique_smiles_B3DB_no_shared
8391,CCOc1ccccc1OCC1CNCCO1,3081,unique_smiles_B3DB_no_shared
8392,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,3082,unique_smiles_B3DB_no_shared
8393,CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,3083,unique_smiles_B3DB_no_shared
8394,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,3084,unique_smiles_B3DB_no_shared
8395,CCOc1ccccc1OC[C@@H]1CNCCO1,3085,unique_smiles_B3DB_no_shared
8396,CCOc1ccccc1OC[C@H]1CNCCO1,3086,unique_smiles_B3DB_no_shared
8397,CCOc1ccccc1OC[C@H]1COCCN1,3087,unique_smiles_B3DB_no_shared
8398,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,3088,unique_smiles_B3DB_no_shared
8399,CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1,3089,unique_smiles_B3DB_no_shared
8400,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,3090,unique_smiles_B3DB_no_shared
8401,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3091,unique_smiles_B3DB_no_shared
8402,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3092,unique_smiles_B3DB_no_shared
8403,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,3093,unique_smiles_B3DB_no_shared
8404,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3094,unique_smiles_B3DB_no_shared
8405,CCS(=O)(=O)[C@@H]1[C@@H](C#N)[C@@H]1c1ccc2c(c1)OCO2,3095,unique_smiles_B3DB_no_shared
8406,CCS(=O)(=O)[C@@H]1[C@@H](CN)[C@@H]1c1ccc2c(c1)OCO2,3096,unique_smiles_B3DB_no_shared
8407,CCS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1,3097,unique_smiles_B3DB_no_shared
8408,CCS(=O)(=O)[C@H]1[C@@H](C(N)=S)[C@@H]1c1ccc(OC)cc1,3098,unique_smiles_B3DB_no_shared
8409,CCS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)[C@@]1(COC)C(=O)O,3099,unique_smiles_B3DB_no_shared
8410,CCS(=O)(=O)[C@H]1[C@H](CO)[C@@H]1c1ccc(Cl)cc1,3100,unique_smiles_B3DB_no_shared
8411,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)C1(C#N)C#N,3101,unique_smiles_B3DB_no_shared
8412,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@]1(C#N)COC,3102,unique_smiles_B3DB_no_shared
8413,CCS(=O)(=O)[C@H]1[C@H](c2ccccc2)[C@]1(C#N)COC,3103,unique_smiles_B3DB_no_shared
8414,CCS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,3104,unique_smiles_B3DB_no_shared
8415,CCS(=O)(=O)c1ccc(F)cc1,3105,unique_smiles_B3DB_no_shared
8416,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,3106,unique_smiles_B3DB_no_shared
8417,CCSC1(SC)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3107,unique_smiles_B3DB_no_shared
8418,CCSC1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC21C,3108,unique_smiles_B3DB_no_shared
8419,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1C[C@](O)(C(=O)OC)C5(C)O1)CNC3=O,3109,unique_smiles_B3DB_no_shared
8420,CCS[C@@]1(SC)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]21C,3110,unique_smiles_B3DB_no_shared
8421,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3111,unique_smiles_B3DB_no_shared
8422,CCS[C@]1(SC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,3112,unique_smiles_B3DB_no_shared
8423,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,3113,unique_smiles_B3DB_no_shared
8424,CC[C@@H](C(=O)NC(N)=O)c1ccccc1,3114,unique_smiles_B3DB_no_shared
8425,CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3115,unique_smiles_B3DB_no_shared
8426,CC[C@@H](C(=O)OCCN1CCO[C@@H](c2ccccc2)[C@@H]1C)c1ccccc1,3116,unique_smiles_B3DB_no_shared
8427,CC[C@@H](C(N)=O)N1CCCC1=O,3117,unique_smiles_B3DB_no_shared
8428,CC[C@@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21,3118,unique_smiles_B3DB_no_shared
8429,CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,3119,unique_smiles_B3DB_no_shared
8430,CC[C@@H](C)[C@@H](C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,3120,unique_smiles_B3DB_no_shared
8431,CC[C@@H](C)[C@@H](CO)NC(=O)CCc1nnc(-c2ccccc2)o1,3121,unique_smiles_B3DB_no_shared
8432,CC[C@@H](C)[C@@H](CO)NC(=O)c1cn[nH]c1-c1ccc2c(c1)OCCO2,3122,unique_smiles_B3DB_no_shared
8433,CC[C@@H](C)[C@@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,3123,unique_smiles_B3DB_no_shared
8434,CC[C@@H](C)[C@@H](N)[C@@H]1N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,3124,unique_smiles_B3DB_no_shared
8435,CC[C@@H](C)[C@H](CC)C(=O)NC(N)=O,3125,unique_smiles_B3DB_no_shared
8436,CC[C@@H](C)[C@H]1[C@H](C)[C@H]2C[C@]3(C[C@@H]4C[C@H](C/C=C(/C)[C@@H](O[C@@H]5C[C@@H](OC)[C@@H](O[C@H]6C[C@@H](OC)[C@@H](O)[C@H](C)O6)[C@H](C)O5)[C@@H](C)C=CC=C5CO[C@@H]6[C@@H](O)C(C)=C[C@H](C(=O)O4)[C@]56O)O3)O[C@H]21,3126,unique_smiles_B3DB_no_shared
8437,CC[C@@H](C)[C@](C)(COC(N)=O)COC(=O)NC(C)C,3127,unique_smiles_B3DB_no_shared
8438,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](CN6CN=CN6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,3128,unique_smiles_B3DB_no_shared
8439,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](CSc6nncn6C)(c6ccc(Cl)cc6)O5)cc4)CC3)cc2)c1=O,3129,unique_smiles_B3DB_no_shared
8440,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,3130,unique_smiles_B3DB_no_shared
8441,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,3131,unique_smiles_B3DB_no_shared
8442,CC[C@@H](CO)NCCN[C@@H](CC)CO,3132,unique_smiles_B3DB_no_shared
8443,CC[C@@H](N)Cc1c[nH]c2ccccc12,3133,unique_smiles_B3DB_no_shared
8444,CC[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](CC)NC(=O)[C@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CC(C)C)C(=O)N[C@H](C=O)CCCN,3134,unique_smiles_B3DB_no_shared
8445,CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(C)cc1C,3135,unique_smiles_B3DB_no_shared
8446,CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(OC)c(OC)c1,3136,unique_smiles_B3DB_no_shared
8447,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,3137,unique_smiles_B3DB_no_shared
8448,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,3138,unique_smiles_B3DB_no_shared
8449,CC[C@@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,3139,unique_smiles_B3DB_no_shared
8450,CC[C@@H](OC(N)=O)C1CCCCC1,3140,unique_smiles_B3DB_no_shared
8451,CC[C@@H](Oc1ccccc1)C(=O)N[C@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]12,3141,unique_smiles_B3DB_no_shared
8452,CC[C@@H](Oc1ccccc1)C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,3142,unique_smiles_B3DB_no_shared
8453,CC[C@@H]1C(=O)NC(=O)C1(C)c1ccccc1,3143,unique_smiles_B3DB_no_shared
8454,CC[C@@H]1C(=O)NC(=O)[C@]1(C)c1ccccc1,3144,unique_smiles_B3DB_no_shared
8455,CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,3145,unique_smiles_B3DB_no_shared
8456,CC[C@@H]1CC(=O)[C@H]2Oc3c(OC)ccc4c3[C@]23CCN(CC2CC2)[C@@H](C4)[C@@H]13,3146,unique_smiles_B3DB_no_shared
8457,CC[C@@H]1CC[C@H](N)[C@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3OC[C@@](C)(O)[C@H](NC)[C@@H]3O)[C@@H](N)C[C@@H]2N)O1,3147,unique_smiles_B3DB_no_shared
8458,CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21,3148,unique_smiles_B3DB_no_shared
8459,CC[C@@H]1C[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C[C@H](C)[N+]12CCCC2,3149,unique_smiles_B3DB_no_shared
8460,CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@@H](c2ccccc2)NC(=O)[C@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]2CCCN2C1=O,3150,unique_smiles_B3DB_no_shared
8461,CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,3151,unique_smiles_B3DB_no_shared
8462,CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O,3152,unique_smiles_B3DB_no_shared
8463,CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC1=O,3153,unique_smiles_B3DB_no_shared
8464,CC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCN)NC1=O,3154,unique_smiles_B3DB_no_shared
8465,CC[C@@H]1OC(=O)[C@@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)C[C@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,3155,unique_smiles_B3DB_no_shared
8466,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)CC(C)(F)C(=O)[C@@H](C)[C@H](O)C1(C)O,3156,unique_smiles_B3DB_no_shared
8467,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)C[C@H](C)C(=O)[C@@H](C)[C@@H](O)C1C,3157,unique_smiles_B3DB_no_shared
8468,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)C1(C)O,3158,unique_smiles_B3DB_no_shared
8469,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)CC(C)CN(C)[C@@H](C)[C@H](O)C1(C)O,3159,unique_smiles_B3DB_no_shared
8470,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)CC(C)[C@@H]2N[C@H](COCCOC)O[C@@H]([C@H]2C)C1(C)O,3160,unique_smiles_B3DB_no_shared
8471,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)C[C@H](C)/C(=N/OCOCCOC)[C@H](C)[C@H](O)C1(C)O,3161,unique_smiles_B3DB_no_shared
8472,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)C[C@H](C)/C(=N\OC)[C@H](C)[C@H](O)C1(C)O,3162,unique_smiles_B3DB_no_shared
8473,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(O)C[C@H](C)/C(=N\OCOCCOC)[C@H](C)[C@H](O)C1(C)O,3163,unique_smiles_B3DB_no_shared
8474,CC[C@@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2CC(C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)C(C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)C1(C)O,3164,unique_smiles_B3DB_no_shared
8475,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OC)[C@@H](C)[C@H](O)[C@]1(C)O,3165,unique_smiles_B3DB_no_shared
8476,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@]1(C)O,3166,unique_smiles_B3DB_no_shared
8477,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)[C@H]2N[C@@H](COCCOC)O[C@@H]([C@H]2C)[C@]1(C)O,3167,unique_smiles_B3DB_no_shared
8478,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@@](C)(F)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,3168,unique_smiles_B3DB_no_shared
8479,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,3169,unique_smiles_B3DB_no_shared
8480,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@H]1C,3170,unique_smiles_B3DB_no_shared
8481,CC[C@@](Br)(C(N)=O)C(C)C,3171,unique_smiles_B3DB_no_shared
8482,CC[C@@](C)(O)[C@H]1C[C@]23C=C[C@@]1(OC)[C@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,3172,unique_smiles_B3DB_no_shared
8483,CC[C@@](O)(COC(N)=O)c1ccccc1,3173,unique_smiles_B3DB_no_shared
